100
90
80
954
1044
1567
1897
1696
933
1025
913
693
1642
781
1034
1355
900
1829
1021
1643
424
1321
1219
505
1656
1017
797
898
205
437
1479
793
688
1354
1452
923
771
556
1709
957
1165
951
862
351
244
537
609
1028
376
921
